"test.units","logitpredprobs","gbmpredprobs","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_id","charge_degree..misd.fel.","compas_decile_score","two_year_recid","compas_guess","compas_correct","mturkpredprobs","compaspredprobs.linear"
3055,0.296986092437584,0.383795030754295,2,0,61,0,0,5,306,1,2,0,0,1,0.8,0.15
3056,0.450664902080767,0.397736108931384,2,0,25,0,0,0,273,1,3,0,0,1,0.3,0.25
3084,0.26060934916551,0.422331722859276,2,1,50,0,0,7,45,0,4,0,0,1,0.9,0.35
3110,0.41245428005564,0.583909413834806,1,0,21,0,0,0,45,0,4,1,0,0,0.15,0.35
3113,0.417761373120644,0.554600074634655,3,0,34,0,0,2,416,1,3,1,0,0,0.6,0.25
3115,0.431989132612099,0.416264084305801,2,1,40,0,0,7,326,0,4,0,0,1,0.9,0.35
3122,0.284736964995669,0.217381405801263,1,0,46,0,0,2,283,0,4,0,0,1,0.5,0.35
3145,0.648727176384357,0.770733263465358,2,0,30,0,1,7,285,1,5,1,1,1,0.9,0.45
3146,0.325444384630042,0.248597271710301,3,0,37,0,0,0,377,1,3,1,0,0,0.1,0.25
3182,0.512987413793696,0.496248473614292,2,0,25,0,0,2,246,1,5,0,1,0,0.2,0.45
3205,0.228157041237415,0.249073611470441,1,0,49,0,0,2,134,0,1,0,0,1,0.3,0.05
3215,0.163544145925807,0.182460590897685,1,0,52,0,0,0,128,0,1,0,0,1,0.15,0.05
3229,0.461399513103627,0.572568556624122,1,0,26,0,0,2,99,1,5,0,1,0,0.9,0.45
3234,0.55091671356452,0.352450615348384,1,0,39,0,0,8,15,1,1,0,0,1,0.9,0.05
3236,0.826807505926229,0.864527714381429,2,0,29,0,0,12,306,1,10,1,1,1,0.95,0.95
3246,0.347241479320609,0.233557989683675,1,0,30,0,0,0,134,0,3,0,0,1,0.15,0.25
3248,0.391602476851285,0.428977589594712,1,0,70,0,0,11,306,1,1,1,0,0,0.65,0.05
3255,0.27782794504491,0.270761841140144,2,0,51,0,0,4,374,0,2,0,0,1,0.7,0.15
3273,0.599749183634522,0.630053057777707,2,0,21,0,0,1,306,1,9,1,1,1,0.5,0.85
3285,0.389421352479372,0.414014546705123,2,0,46,0,0,5,7,1,5,1,1,1,0.8,0.45
3289,0.771864666045809,0.463896503295955,2,0,38,0,0,15,16,1,6,0,1,0,1,0.55
3293,0.34197891027113,0.219174216949081,1,1,27,0,0,0,303,1,3,0,0,1,0.25,0.25
3298,0.505446228224141,0.676680841630971,1,0,31,0,0,6,45,0,5,0,1,0,0.85,0.45
3309,0.608671861452055,0.559483168415376,1,0,26,0,0,5,382,1,5,1,1,1,0.8,0.45
3315,0.131534893892328,0.112864400301688,1,0,62,0,0,0,31,0,1,0,0,1,0.05,0.05
3322,0.489855705560023,0.483315044256253,2,0,22,0,0,0,190,1,4,1,0,0,0.35,0.35
3337,0.787693474661685,0.638519833045572,2,0,32,0,0,14,172,1,8,1,1,1,1,0.75
3347,0.489714432389877,0.706945555021281,2,1,36,0,0,7,92,1,3,1,0,0,0.85,0.25
3387,0.218408180614518,0.379433596721752,2,0,52,0,0,1,423,0,1,1,0,0,0.2,0.05
3398,0.694238826104238,0.811129559403817,2,0,21,1,2,3,92,1,10,1,1,1,0.85,0.95
3408,0.358058468680868,0.68110247326239,1,1,19,0,0,0,170,1,3,1,0,0,0.35,0.25
3412,0.369162531391163,0.350926809901333,1,0,25,0,0,0,45,0,2,0,0,1,0.15,0.15
3438,0.358631937162025,0.324442382825725,1,0,26,0,0,0,45,0,6,1,1,1,0.1,0.55
3444,0.314231975714009,0.320760867648852,1,0,44,0,0,0,306,1,2,1,0,0,0.2,0.15
3480,0.176657717542415,0.203998742349512,2,0,53,0,0,1,134,0,2,0,0,1,0,0.15
3483,0.305349429601226,0.30232001307483,1,0,39,0,0,0,423,0,1,0,0,1,0.35,0.05
3488,0.391303008601658,0.341980723840166,1,0,36,0,0,2,280,1,1,0,0,1,0.55,0.05
3508,0.428446425144669,0.412960905568796,2,1,20,0,0,0,190,1,5,0,1,0,0.1,0.45
3510,0.647390220879865,0.668314161533122,1,0,36,1,0,10,45,0,9,1,1,1,0.85,0.85
3511,0.468229844169387,0.312699637526177,1,0,23,0,0,0,280,1,3,0,0,1,0.3,0.25
3552,0.337982438830684,0.336821266578535,1,0,28,0,0,0,45,0,3,0,0,1,0.2,0.25
3562,0.193355821359814,0.307505112576188,2,0,52,0,0,0,367,1,1,0,0,1,0.2,0.05
3574,0.531743332807769,0.705675874040823,2,0,24,0,0,2,163,1,3,1,0,0,0.8,0.25
3585,0.152289459955395,0.207663670228222,1,0,54,0,0,1,45,0,1,1,0,0,0.35,0.05
3602,0.671232007779598,0.710531614297994,2,0,35,0,0,10,426,0,8,1,1,1,0.95,0.75
3631,0.201835087325959,0.18546186771317,1,1,36,0,0,0,45,0,1,0,0,1,0.05,0.05
3635,0.446645643283248,0.553552734552478,2,1,24,0,0,2,89,1,4,0,0,1,0.45,0.35
3636,0.292311625893215,0.348648287898823,2,1,54,0,0,7,183,1,6,0,1,0,0.75,0.55
3641,0.358631937162025,0.324442382825725,1,0,26,0,0,0,45,0,6,0,1,0,0.15,0.55
3642,0.349532230357133,0.2309035313857,2,0,41,0,0,3,172,1,4,1,0,0,0.55,0.35
3647,0.512599462931264,0.65941679103064,2,0,20,0,0,0,190,1,3,0,0,1,0.35,0.25
3656,0.484477765770694,0.508265072214759,2,0,22,0,0,0,328,0,9,0,1,0,0.1,0.85
3674,0.275774018372004,0.173769487586046,2,1,32,0,0,0,172,1,2,0,0,1,0.15,0.15
3676,0.285987316782687,0.417994275134543,2,0,50,0,0,1,306,1,5,0,1,0,0.4,0.45
3679,0.173473252123288,0.162575203191324,1,1,47,0,0,0,326,0,3,1,0,0,0.55,0.25
3692,0.548526173850672,0.527222626175397,2,0,41,0,0,8,129,1,2,1,0,0,0.95,0.15
3722,0.423995776300912,0.484083827638415,2,0,23,0,0,1,45,0,7,1,1,1,0.25,0.65
3732,0.47606853765671,0.479879971652307,2,0,26,0,0,1,93,0,1,0,0,1,0.15,0.05
3738,0.828724739363373,0.752915490272414,1,0,28,0,0,14,246,1,9,0,1,0,0.95,0.85
3751,0.887959729789828,0.851629180575188,2,0,41,2,0,18,410,0,10,1,1,1,0.9,0.95
3761,0.420042191142014,0.474396776033448,2,0,42,0,0,7,169,1,5,1,1,1,1,0.45
3768,0.225056995903927,0.249220199928703,2,1,36,0,0,1,45,0,1,0,0,1,0.35,0.05
3774,0.102141433985978,0.140812488178114,1,0,61,0,0,0,45,0,1,0,0,1,0.05,0.05
3783,0.247942307526033,0.193088004244813,1,0,38,0,0,0,169,1,1,0,0,1,0.2,0.05
3788,0.365184952156276,0.323008532782282,1,0,39,0,0,0,306,1,4,0,0,1,0.35,0.35
3790,0.510112388336893,0.41595916728734,1,0,29,0,0,1,306,1,3,0,0,1,0.35,0.25
3794,0.234997553048615,0.176639574005773,2,0,46,0,0,0,246,1,7,1,1,1,0.05,0.65
3805,0.422246862113552,0.377654831009436,1,0,28,0,0,0,190,1,2,1,0,0,0.2,0.15
3818,0.499716834335545,0.363584651219882,2,0,23,0,0,1,206,0,4,0,0,1,0.3,0.35
3841,0.190286845940002,0.218264130143719,1,0,56,0,0,1,179,1,2,0,0,1,0,0.15
3847,0.616548776728471,0.740989338683296,2,0,22,1,0,2,418,1,7,1,1,1,0.8,0.65
3848,0.606764448615693,0.624954105978424,2,0,26,0,0,5,11,1,8,1,1,1,0.95,0.75
3854,0.524441933961609,0.56806548154052,2,0,22,0,0,1,190,1,3,1,0,0,0.75,0.25
3863,0.441709374522331,0.409647164953701,1,0,26,0,0,0,93,0,2,0,0,1,0.05,0.15
3869,0.389549972806211,0.311175456289335,2,0,26,0,0,0,128,0,4,0,0,1,0.25,0.35
3919,0.387908146738875,0.510210919074502,4,0,46,0,0,3,306,1,5,1,1,1,0.75,0.45
3925,0.51716509276359,0.52761864799669,2,0,22,0,0,0,58,1,3,1,0,0,0.45,0.25
3941,0.253173313243384,0.192239151803869,1,0,37,0,0,0,45,0,3,0,0,1,0.1,0.25
3950,0.476979111940769,0.543846353949397,1,0,38,0,0,3,306,1,9,1,1,1,0.8,0.85
3952,0.278953955816785,0.182814309135569,1,0,37,0,0,0,134,0,4,0,0,1,0.05,0.35
3957,0.48980199244208,0.323462696777619,3,0,24,0,0,1,84,0,2,0,0,1,0.25,0.15
3999,0.317221260760879,0.289773067511269,2,0,41,0,0,1,188,1,1,0,0,1,0.3,0.05
4028,0.209263819712467,0.191016498831514,2,1,35,0,0,0,45,0,4,0,0,1,0.15,0.35
4029,0.337982438830684,0.336821266578535,3,0,28,0,0,0,45,0,2,1,0,0,0.3,0.15
4076,0.560135044954078,0.524753889955142,2,0,33,0,0,6,246,1,6,0,1,0,0.85,0.55
4082,0.465699139522786,0.396003018729459,1,0,24,0,0,0,375,1,5,1,1,1,0.25,0.45
4098,0.573316673149391,0.606578401708624,2,0,26,0,0,4,344,1,4,1,0,0,0.8,0.35
4101,0.606569544452345,0.720061269127848,2,0,31,0,2,8,45,0,10,1,1,1,0.95,0.95
4105,0.603472174150825,0.693804389676522,1,0,33,0,0,7,229,1,9,1,1,1,0.75,0.85
4112,0.562819167753864,0.62072744354821,2,0,21,0,0,1,65,1,3,0,0,1,0.5,0.25
4117,0.161070999635275,0.207953094261889,1,1,48,0,0,1,133,0,1,0,0,1,0.05,0.05
4122,0.365355924836848,0.160281699378824,1,1,25,0,0,0,1,1,6,0,1,0,0.2,0.55
4126,0.391835737817055,0.215073462232889,2,0,30,0,0,0,319,1,2,1,0,0,0.35,0.15
4139,0.733873942504676,0.591262440505734,2,0,35,0,1,14,45,0,8,1,1,1,0.85,0.75
4159,0.341346113412923,0.350558402791611,1,0,41,0,0,1,58,1,2,1,0,0,0.15,0.15
4161,0.135265307868925,0.16992596988487,2,0,54,0,0,0,45,0,1,1,0,0,0.15,0.05
4164,0.40532820018238,0.557427902963802,1,1,40,0,0,4,306,1,4,0,0,1,0.9,0.35
4165,0.51716509276359,0.52761864799669,2,0,22,0,0,0,35,1,7,0,1,0,0.25,0.65
4182,0.379161952506938,0.352681429692086,1,0,32,0,0,0,317,1,5,0,1,0,0.65,0.45
4186,0.157096935789031,0.220938216984433,1,0,59,0,0,0,297,1,1,0,0,1,0.1,0.05
4193,0.197779885653658,0.199546807244873,3,0,44,0,0,0,45,0,1,0,0,1,0.05,0.05
4226,0.502293550669434,0.618706817191548,1,0,31,0,0,3,313,1,4,1,0,0,0.75,0.35
4255,0.42167847539764,0.297737990166708,1,0,27,0,0,0,246,1,5,0,1,0,0.35,0.45
4258,0.400421625622564,0.332651839616227,1,0,25,0,0,0,134,0,2,0,0,1,0.05,0.15
4288,0.194003490017737,0.260177743003113,1,0,51,0,0,2,6,1,1,0,0,1,0.45,0.05
4290,0.408627327110518,0.259889595453805,2,0,29,0,0,1,374,0,1,0,0,1,0.15,0.05
4335,0.386526063397907,0.253007611153552,2,0,37,0,0,0,306,1,9,0,1,0,0.25,0.85
4336,0.501131033651538,0.370050062801908,2,0,23,0,0,1,303,1,4,0,0,1,0.45,0.35
4342,0.537331617132074,0.536332108752573,2,0,23,0,0,2,280,1,8,1,1,1,0.85,0.75
4368,0.524441933961609,0.56806548154052,3,0,22,0,0,1,190,1,4,1,0,0,0.85,0.35
4371,0.160507601889436,0.156654769498818,1,0,57,0,0,0,328,0,1,0,0,1,0.05,0.05
4397,0.38844087053216,0.360723239961353,2,0,37,0,0,2,129,1,4,1,0,0,0.55,0.35
4403,0.557777117999423,0.632710647375913,2,0,40,0,0,6,306,1,7,0,1,0,0.75,0.65
4404,0.336450090663313,0.232204672417339,2,1,28,0,0,0,171,1,10,1,1,1,0.3,0.95
4408,0.431893163548939,0.526695596399101,2,0,42,0,0,3,306,1,1,0,0,1,0.75,0.05
4421,0.378879306895791,0.369628056631985,2,1,53,0,0,10,15,1,2,1,0,0,0.9,0.15
4426,0.205506087641758,0.250084757027447,1,1,43,0,0,0,186,0,2,0,0,1,0.3,0.15
4436,0.625173935364566,0.768454331207997,2,0,23,0,0,4,251,1,10,1,1,1,0.95,0.95
4441,0.152444039299635,0.18498938724606,1,1,54,0,0,1,337,0,2,0,0,1,0.05,0.15
4444,0.434942787359616,0.623162898033629,1,1,25,0,0,2,140,1,10,0,1,0,0.75,0.95
4461,0.299080137603481,0.336196548160663,1,0,64,0,0,8,129,1,1,0,0,1,0.65,0.05
4476,0.754322975476131,0.598990989391234,2,0,60,0,0,19,306,1,8,1,1,1,0.85,0.75
4510,0.171032449349075,0.220987337818271,1,0,54,0,0,2,45,0,1,0,0,1,0.3,0.05
4518,0.605679457711778,0.677495605382192,2,0,24,0,0,5,172,1,3,1,0,0,0.9,0.25
4520,0.387164937868621,0.406469486512896,2,1,30,0,0,3,172,1,6,1,1,1,0.6,0.55
4524,0.512599462931264,0.65941679103064,1,0,20,0,0,0,190,1,4,0,0,1,0.3,0.35
4534,0.232743936979337,0.19024940281582,2,1,32,0,0,0,45,0,2,0,0,1,0.15,0.15
4536,0.22414729462489,0.275312930758206,1,1,44,0,0,1,190,1,1,0,0,1,0.35,0.05
4546,0.44165196960752,0.314014195346997,2,0,32,0,0,0,306,1,1,1,0,0,0.2,0.05
4553,0.401983969227431,0.29641115417484,3,0,34,0,0,2,239,0,3,0,0,1,0.3,0.25
4558,0.360204864102905,0.203747109373734,1,0,33,0,0,0,336,1,1,0,0,1,0.05,0.05
4593,0.244668130143789,0.184793084039602,4,0,38,0,0,0,45,0,1,0,0,1,0.1,0.05
4596,0.146265925772201,0.189937338686712,2,0,52,0,0,0,45,0,1,1,0,0,0.05,0.05
4609,0.176375494479517,0.184022524332583,1,0,50,0,0,0,134,0,1,0,0,1,0.05,0.05
4612,0.549667460811874,0.69424260688832,1,0,31,0,0,4,175,1,7,1,1,1,0.95,0.65
4620,0.34436072620876,0.319435265893488,1,0,41,0,0,0,306,1,2,0,0,1,0.45,0.15
4629,0.1300314986616,0.170352748494303,1,0,55,0,0,0,45,0,1,1,0,0,0.1,0.05
4634,0.378787015032754,0.319743633951248,1,0,27,0,0,0,133,0,4,1,0,0,0.2,0.35
4637,0.399301817002395,0.473468058164052,2,0,36,0,0,2,129,1,1,1,0,0,0.6,0.05
4640,0.783707619018663,0.818104515293421,2,0,25,0,1,10,112,1,10,1,1,1,0.85,0.95
4641,0.233090830464997,0.250465250706889,1,1,35,0,0,1,45,0,4,0,0,1,0.35,0.35
4643,0.70557673841828,0.661116565191134,2,0,32,0,1,12,45,0,10,1,1,1,1,0.95
4655,0.704491311050001,0.66901527230382,1,0,31,0,0,10,283,0,8,0,1,0,0.7,0.75
4686,0.117969225502013,0.181197087148566,2,1,50,0,0,0,45,0,1,0,0,1,0.05,0.05
4692,0.177013294344168,0.193292716624275,1,0,47,0,0,0,45,0,1,0,0,1,0.15,0.05
4694,0.245386466150966,0.278691314685388,1,0,44,0,0,2,45,0,4,0,0,1,0.45,0.35
4701,0.842961179541615,0.863227018927933,1,0,38,0,0,17,175,1,10,0,1,0,0.9,0.95
4703,0.444011882497888,0.291801535926446,3,0,25,0,0,0,246,1,2,1,0,0,0.3,0.15
4719,0.327878992516318,0.250582713641211,1,0,29,0,0,0,45,0,1,0,0,1,0.05,0.05
4724,0.102429616642899,0.134819778270208,2,1,64,0,0,1,337,0,1,1,0,0,0.15,0.05
4730,0.547069459080236,0.771754180677164,1,0,20,0,0,1,192,1,2,1,0,0,0.65,0.15
4748,0.249385846817937,0.206775161099531,2,1,30,0,0,0,45,0,3,0,0,1,0.1,0.25
4754,0.31465051507241,0.390385191591744,2,0,47,0,0,1,306,1,1,0,0,1,0.35,0.05
4761,0.431260546513535,0.374893072715015,3,0,30,0,0,2,374,0,2,1,0,0,0.45,0.15
4766,0.513569580827398,0.647768391837403,1,0,26,0,0,2,190,1,9,1,1,1,0.7,0.85
4767,0.465643142118086,0.512111797847524,1,0,39,0,0,3,306,1,2,0,0,1,0.7,0.15
4774,0.114908842852019,0.145185300459418,1,0,61,0,0,0,128,0,1,0,0,1,0.35,0.05
4776,0.333070194440474,0.317023634830929,2,0,38,0,0,3,169,1,2,1,0,0,0.65,0.15
4809,0.499687624181784,0.62354114904409,1,1,39,0,0,8,268,1,7,1,1,1,0.7,0.65
4820,0.508703807553103,0.430379378858596,2,0,62,0,0,13,339,1,8,1,1,1,0.85,0.75
4833,0.524926142429754,0.649687856513837,1,0,25,0,0,2,190,1,5,0,1,0,0.8,0.45
4834,0.443460591576337,0.478026910261684,2,1,27,0,0,3,342,1,5,0,1,0,0.95,0.45
4835,0.380145186670734,0.324345663703584,2,0,37,0,0,1,175,1,10,0,1,0,0.15,0.95
4841,0.1300314986616,0.170352748494303,1,0,55,0,0,0,45,0,1,0,0,1,0.15,0.05
4860,0.303874187493413,0.223699629750886,2,1,24,0,0,0,45,0,2,0,0,1,0.3,0.15
4870,0.498798057718854,0.486831616476788,1,0,24,0,0,1,93,0,2,0,0,1,0.2,0.15
4873,0.45404762347372,0.553030654669653,2,1,27,0,0,4,126,1,6,1,1,1,0.85,0.55
4881,0.392458476631102,0.325038646601193,2,0,31,0,0,0,112,1,6,0,1,0,0.45,0.55
4907,0.913020013204647,0.925739887959416,2,0,31,2,1,16,190,1,9,1,1,1,0.9,0.85
4931,0.160358299511291,0.194045776933579,1,0,50,0,0,0,169,1,1,1,0,0,0.05,0.05
4933,0.769815720887891,0.653220772570321,2,0,37,0,0,14,129,1,8,0,1,0,1,0.75
4940,0.648282879079998,0.531027818025283,2,0,34,0,0,9,246,1,10,1,1,1,0.85,0.95
4943,0.592170161008113,0.638094619882914,2,0,46,1,0,9,190,1,9,1,1,1,0.8,0.85
4967,0.743246964692858,0.634047292363438,2,0,32,0,3,10,358,1,6,1,1,1,1,0.55
4971,0.608234553246521,0.915665055640861,2,0,19,0,1,2,190,1,7,1,1,1,0.95,0.65
4977,0.968473263858724,0.877150904451096,1,0,39,6,1,17,306,1,7,1,1,1,0.95,0.65
4991,0.491735226419004,0.634976948593534,2,0,58,0,0,10,306,1,3,1,0,0,0.85,0.25
4996,0.457375927189588,0.333741960300247,1,0,27,0,0,1,100,1,1,0,0,1,0.75,0.05
5001,0.390593067958478,0.37954006678435,2,0,23,0,0,0,45,0,2,1,0,0,0.15,0.15
5027,0.658848436989955,0.773578130733891,2,0,27,0,0,6,175,1,4,1,0,0,0.9,0.35
5042,0.669216636453696,0.713088706751075,2,0,45,0,0,13,424,0,7,1,1,1,0.95,0.65
5049,0.312640103378204,0.220552453573665,1,1,26,0,0,0,128,0,2,0,0,1,0.25,0.15
5052,0.260863233264172,0.250403334630422,1,0,44,0,0,0,186,1,4,0,0,1,0.05,0.35
5057,0.167909084486015,0.188606931837421,2,1,49,0,0,1,172,1,1,0,0,1,0.35,0.05
5069,0.589092352547614,0.62142244568821,2,0,24,1,0,2,326,0,10,1,1,1,0.9,0.95
5074,0.318353705209402,0.28786542963879,2,0,33,0,0,1,45,0,1,1,0,0,0.05,0.05
5096,0.241291824618306,0.233808016275814,2,1,38,0,0,0,426,0,4,0,0,1,0,0.35
5103,0.635304560872704,0.744724620334385,3,0,30,0,0,7,5,1,9,0,1,0,1,0.85
5114,0.92728804993483,0.891211454203859,1,0,50,0,0,26,306,1,7,1,1,1,0.9,0.65
5123,0.518619401574538,0.630150699822677,2,0,31,0,0,3,60,1,3,1,0,0,0.95,0.25
5127,0.322499285282466,0.213198503914872,1,1,25,0,0,0,128,0,4,0,0,1,0.2,0.35
5128,0.262247118860035,0.219815609588449,3,0,39,0,0,1,45,0,2,0,0,1,0.3,0.15
5134,0.910463571339944,0.917478545645162,1,0,27,0,0,18,175,1,9,1,1,1,0.9,0.85
5138,0.489273381417266,0.400998754568002,1,0,21,0,0,0,303,1,7,1,1,1,0.05,0.65
5177,0.339286944207192,0.333419521850703,3,0,37,0,0,3,45,0,1,1,0,0,0.55,0.05
5213,0.43173682731758,0.374371375591355,3,0,33,0,0,3,127,0,2,0,0,1,0.7,0.15
5217,0.256522653802581,0.200785985617896,2,0,37,0,0,0,169,1,1,1,0,0,0.25,0.05
5223,0.439715037693449,0.330276641258994,2,1,23,0,0,1,268,1,5,1,1,1,0.6,0.45
5224,0.520989941369074,0.368739469893764,2,0,25,0,0,0,277,1,8,1,1,1,0.6,0.75
5249,0.415996616018244,0.332423421327443,2,0,28,0,0,0,236,1,4,0,0,1,0.1,0.35
5263,0.748653279794912,0.942495669851654,2,0,19,2,1,3,71,1,10,1,1,1,0.95,0.95
5270,0.308149454652767,0.248485475393467,2,0,31,0,0,0,45,0,4,0,0,1,0.2,0.35
5297,0.726022814493888,0.761675398539567,2,1,30,0,0,15,45,0,8,1,1,1,0.9,0.75
5307,0.534263972358456,0.664962190277798,2,0,36,0,0,4,306,1,4,0,0,1,0.7,0.35
5326,0.370520026840157,0.415926755206857,1,0,34,0,0,3,45,0,4,1,0,0,0.65,0.35
5330,0.357624106713899,0.23985709084901,2,0,29,0,0,0,134,0,1,1,0,0,0.1,0.05
5342,0.335220032895042,0.464790030138423,1,0,47,0,0,3,242,0,5,0,1,0,0.55,0.45
5349,0.512599462931264,0.65941679103064,1,0,20,0,0,0,190,1,10,1,1,1,0.4,0.95
5352,0.411392215061412,0.333978405073239,2,0,24,0,0,0,128,0,2,1,0,0,0.25,0.15
5354,0.496332142344627,0.47565133594298,2,0,24,0,0,1,328,0,9,1,1,1,0.4,0.85
5369,0.244107035206054,0.188029301186295,2,0,45,0,0,0,199,0,1,0,0,1,0.15,0.05
5370,0.423995776300912,0.484083827638415,2,0,23,0,0,1,45,0,2,0,0,1,0.15,0.15
5372,0.332332740878295,0.242026606726827,2,1,29,0,0,0,190,1,2,0,0,1,0.4,0.15
5383,0.501250420940201,0.69910886879023,2,1,19,0,0,1,65,1,9,1,1,1,0.65,0.85
5387,0.279836663467561,0.210660657263068,2,0,34,0,0,0,45,0,1,1,0,0,0.15,0.05
5420,0.56959685197771,0.728203785886474,2,0,22,0,0,2,297,1,4,1,0,0,0.6,0.35
5432,0.331741353208758,0.38249595242549,1,0,56,0,0,9,45,0,1,1,0,0,0.95,0.05
5433,0.486476479054613,0.603401741879936,2,1,20,0,0,1,175,1,8,1,1,1,0.6,0.75
5438,0.547069459080236,0.771754180677164,2,0,20,0,0,1,186,1,10,1,1,1,0.55,0.95
5449,0.438355093245037,0.373478261284875,1,0,32,0,0,1,64,1,3,0,0,1,0.25,0.25
5454,0.384204874860887,0.243547028107209,1,1,25,0,0,0,313,1,4,1,0,0,0.2,0.35
5485,0.491349004177057,0.53181065062695,2,0,22,0,0,0,92,1,8,1,1,1,0.15,0.75
5489,0.69593520186388,0.795331507639274,2,0,24,0,0,7,21,1,8,1,1,1,1,0.75
5500,0.200669105517154,0.275550028834282,1,0,72,0,0,7,344,1,4,0,0,1,0.4,0.35
5506,0.568148694541918,0.690450856125599,1,0,24,0,0,3,21,1,5,1,1,1,0.75,0.45
5515,0.212939762181965,0.240906025718308,2,0,45,0,0,1,45,0,1,0,0,1,0.2,0.05
5535,0.562819167753864,0.62072744354821,1,0,21,0,0,1,58,1,6,1,1,1,0.45,0.55
5543,0.262999095569909,0.286920916841492,1,0,45,0,0,3,45,0,3,1,0,0,0.6,0.25
5544,0.447331926461156,0.582078480647187,2,1,24,0,0,2,181,1,4,0,0,1,0.8,0.35
5553,0.405720127544496,0.506030100352259,1,0,22,0,0,0,6,1,3,0,0,1,0.35,0.25
5557,0.202959382155762,0.3181793760742,2,0,51,0,0,0,423,0,4,1,0,0,0.4,0.35
5563,0.430464577894149,0.324368760284281,1,0,33,0,0,0,306,1,6,1,1,1,0.2,0.55
5575,0.655625445254008,0.809373093776796,2,1,29,0,0,9,250,1,7,1,1,1,0.85,0.65
5593,0.451069481858339,0.456581850142405,1,0,37,0,0,4,21,0,4,1,0,0,0.8,0.35
5600,0.369162531391163,0.350926809901333,2,0,25,0,0,0,45,0,5,1,1,1,0.1,0.45
5607,0.37775881841344,0.440756638612902,1,0,38,0,0,2,311,1,3,0,0,1,0.8,0.25
5614,0.417397571597451,0.344211033314629,2,0,33,0,0,2,10,1,8,1,1,1,0.75,0.75
5623,0.397110376169181,0.310423094326324,1,0,32,0,0,0,242,0,6,1,1,1,0.15,0.55
5634,0.307219638739052,0.296325908197026,1,0,39,0,0,0,179,1,1,0,0,1,0.05,0.05
5635,0.17430678465167,0.239692545494301,1,1,52,0,0,3,128,0,1,0,0,1,0.5,0.05
5646,0.732152538409815,0.834411864651446,2,0,23,0,0,6,306,1,6,1,1,1,0.9,0.55
5647,0.180090350154287,0.173711316264715,2,1,42,0,0,0,133,0,1,1,0,0,0.1,0.05
5650,0.654677636237717,0.745720848397749,2,0,28,0,0,5,306,1,4,0,0,1,0.95,0.35
5655,0.294337027387456,0.225991145790962,1,1,25,0,0,0,45,0,3,0,0,1,0.1,0.25
5669,0.892719325152684,0.874870202869539,2,0,32,0,0,17,306,1,8,1,1,1,0.95,0.75
5670,0.891118039377955,0.950654089337247,1,0,18,5,0,4,58,1,8,1,1,1,0.95,0.75
5673,0.680781163916599,0.587102933917469,2,0,32,0,0,10,172,1,6,1,1,1,0.95,0.55
5678,0.855023537029717,0.823846433422097,2,0,38,0,1,16,260,1,9,1,1,1,0.95,0.85
5689,0.524441933961609,0.56806548154052,1,0,22,0,0,1,186,1,4,0,0,1,0.7,0.35
5727,0.846367420401447,0.755899255065799,2,0,40,0,0,21,168,1,5,0,1,0,0.85,0.45
5745,0.479462748888654,0.572441683485086,2,0,29,0,0,2,190,1,3,0,0,1,0.45,0.25
5754,0.778504426029478,0.748011474979106,2,0,34,0,0,13,297,1,4,1,0,0,0.9,0.35
5760,0.269895683480901,0.175653912932223,1,0,38,0,0,0,132,0,1,0,0,1,0.2,0.05
5765,0.835539513838988,0.859695134492297,2,0,51,1,0,19,175,1,9,0,1,0,1,0.85
5793,0.350551612323613,0.385762116009203,2,1,36,0,0,1,306,1,3,1,0,0,0.3,0.25
5801,0.433322883095224,0.66253370515245,1,0,51,0,0,6,306,1,3,1,0,0,0.9,0.25
5818,0.394799342023376,0.398324323944121,2,0,23,0,0,0,169,1,5,0,1,0,0.25,0.45
5821,0.40287511883625,0.515341611898195,1,0,31,0,0,3,45,0,5,0,1,0,0.45,0.45
5825,0.800774041485644,0.862397153303959,2,0,24,0,0,11,190,1,9,1,1,1,0.95,0.85
5830,0.552074827253794,0.664741558249563,1,0,25,0,0,2,55,1,4,0,0,1,0.85,0.35
5850,0.431780633565513,0.55258793123417,1,1,25,0,0,2,408,0,3,1,0,0,0.7,0.25
5852,0.143080420775947,0.169288130176014,2,1,55,0,0,1,246,1,1,0,0,1,0.1,0.05
5877,0.630608363383482,0.631178643173764,2,0,35,0,1,8,129,1,9,0,1,0,0.75,0.85
5882,0.261332480703186,0.334269529066855,2,0,44,0,0,0,317,1,2,1,0,0,0.4,0.15
5886,0.140675715000713,0.1794780960013,1,0,53,0,0,0,45,0,1,0,0,1,0.05,0.05
5917,0.358070264131041,0.261706322396015,2,0,32,0,0,1,132,0,4,1,0,0,0.25,0.35
5921,0.291061522421534,0.429781929773881,1,0,52,0,0,4,426,0,3,1,0,0,0.55,0.25
5923,0.395727527725127,0.47673367518587,1,0,29,0,0,2,169,1,2,0,0,1,0.35,0.15
5935,0.597000229647664,0.696556102882421,2,0,24,0,0,3,58,1,4,1,0,0,0.95,0.35
5939,0.366085629243046,0.496271352170946,1,0,45,0,0,2,306,1,1,0,0,1,0.6,0.05
5951,0.227806281861742,0.220492001022087,3,1,33,0,0,0,6,1,2,0,0,1,0.05,0.15
5968,0.468542868064081,0.533363158361589,1,0,57,0,0,9,306,1,4,1,0,0,0.95,0.35
